wet_audio_file,source_dry,source_rir,room_type,t30_1000Hz,t30_2000Hz,t30_4000Hz,t30_broadband
wet_biblioteca_004.wav,5895-34615-0011.flac,biblioteca_variants_150/biblioteca_004.wav,biblioteca,2.349,2.441,2.436,2.451
wet_biblioteca_005.wav,174-84280-0000.flac,biblioteca_variants_150/biblioteca_005.wav,biblioteca,1.967,1.713,1.251,2.046
wet_biblioteca_008.wav,2428-83699-0022.flac,biblioteca_variants_150/biblioteca_008.wav,biblioteca,4.424,4.293,2.697,3.489
wet_biblioteca_010.wav,1272-141231-0004.flac,biblioteca_variants_150/biblioteca_010.wav,biblioteca,2.225,2.245,2.213,2.217
wet_biblioteca_011.wav,5694-64029-0017.flac,biblioteca_variants_150/biblioteca_011.wav,biblioteca,0.801,0.721,0.679,1.505
wet_biblioteca_012.wav,6319-57405-0011.flac,biblioteca_variants_150/biblioteca_012.wav,biblioteca,6.908,4.989,3.962,5.177
wet_biblioteca_013.wav,1462-170142-0032.flac,biblioteca_variants_150/biblioteca_013.wav,biblioteca,0.678,0.653,0.635,0.583
wet_biblioteca_014.wav,5694-64029-0014.flac,biblioteca_variants_150/biblioteca_014.wav,biblioteca,0.696,0.672,0.667,1.092
wet_biblioteca_016.wav,3752-4944-0029.flac,biblioteca_variants_150/biblioteca_016.wav,biblioteca,1.926,1.931,1.928,1.927
wet_biblioteca_017.wav,2086-149220-0026.flac,biblioteca_variants_150/biblioteca_017.wav,biblioteca,4.789,1.501,1.378,2.7
wet_biblioteca_021.wav,251-137823-0024.flac,biblioteca_variants_150/biblioteca_021.wav,biblioteca,1.385,1.38,1.38,1.379
wet_biblioteca_022.wav,6319-64726-0014.flac,biblioteca_variants_150/biblioteca_022.wav,biblioteca,2.907,2.903,2.276,2.281
wet_biblioteca_023.wav,1462-170142-0014.flac,biblioteca_variants_150/biblioteca_023.wav,biblioteca,1.021,0.928,0.917,0.926
wet_biblioteca_025.wav,3752-4944-0025.flac,biblioteca_variants_150/biblioteca_025.wav,biblioteca,1.184,1.174,1.143,1.307
wet_biblioteca_026.wav,2086-149220-0026.flac,biblioteca_variants_150/biblioteca_026.wav,biblioteca,2.696,3.573,3.047,2.698
wet_biblioteca_029.wav,1272-135031-0009.flac,biblioteca_variants_150/biblioteca_029.wav,biblioteca,2.976,3.001,3.027,3.06
wet_biblioteca_030.wav,84-121123-0015.flac,biblioteca_variants_150/biblioteca_030.wav,biblioteca,4.457,4.492,2.87,2.881
wet_biblioteca_031.wav,6319-57405-0007.flac,biblioteca_variants_150/biblioteca_031.wav,biblioteca,0.796,0.689,0.502,0.471
wet_biblioteca_032.wav,8297-275155-0030.flac,biblioteca_variants_150/biblioteca_032.wav,biblioteca,1.313,1.307,1.304,1.481
wet_biblioteca_033.wav,1462-170145-0010.flac,biblioteca_variants_150/biblioteca_033.wav,biblioteca,2.968,3.155,2.931,2.682
wet_biblioteca_034.wav,1462-170142-0011.flac,biblioteca_variants_150/biblioteca_034.wav,biblioteca,1.985,1.983,1.987,1.107
wet_biblioteca_035.wav,6319-57405-0002.flac,biblioteca_variants_150/biblioteca_035.wav,biblioteca,1.793,0.746,0.644,1.338
wet_biblioteca_036.wav,3752-4944-0060.flac,biblioteca_variants_150/biblioteca_036.wav,biblioteca,6.814,6.865,3.917,7.099
wet_biblioteca_038.wav,1462-170142-0013.flac,biblioteca_variants_150/biblioteca_038.wav,biblioteca,2.642,2.831,2.107,2.44
wet_biblioteca_039.wav,5694-64038-0000.flac,biblioteca_variants_150/biblioteca_039.wav,biblioteca,2.928,2.973,2.968,2.257
wet_biblioteca_040.wav,2277-149897-0019.flac,biblioteca_variants_150/biblioteca_040.wav,biblioteca,1.473,1.04,0.979,1.694
wet_biblioteca_041.wav,5694-64029-0027.flac,biblioteca_variants_150/biblioteca_041.wav,biblioteca,1.548,1.449,1.352,1.544
wet_biblioteca_042.wav,7850-286674-0001.flac,biblioteca_variants_150/biblioteca_042.wav,biblioteca,4.331,4.387,2.867,4.403
wet_biblioteca_043.wav,2428-83699-0022.flac,biblioteca_variants_150/biblioteca_043.wav,biblioteca,0.882,0.863,0.704,1.127
wet_biblioteca_044.wav,5694-64029-0014.flac,biblioteca_variants_150/biblioteca_044.wav,biblioteca,1.992,1.99,1.978,1.894
wet_biblioteca_047.wav,2277-149897-0035.flac,biblioteca_variants_150/biblioteca_047.wav,biblioteca,4.731,4.029,2.936,3.238
wet_biblioteca_049.wav,251-137823-0012.flac,biblioteca_variants_150/biblioteca_049.wav,biblioteca,0.926,0.742,0.615,0.737
wet_biblioteca_050.wav,251-137823-0023.flac,biblioteca_variants_150/biblioteca_050.wav,biblioteca,3.979,4.624,1.333,2.236
wet_biblioteca_052.wav,3752-4943-0016.flac,biblioteca_variants_150/biblioteca_052.wav,biblioteca,1.578,1.148,0.855,0.786
wet_biblioteca_054.wav,6313-76958-0030.flac,biblioteca_variants_150/biblioteca_054.wav,biblioteca,0.788,0.759,0.728,1.143
wet_biblioteca_057.wav,1919-142785-0012.flac,biblioteca_variants_150/biblioteca_057.wav,biblioteca,1.804,1.804,1.803,1.797
wet_biblioteca_058.wav,1462-170142-0032.flac,biblioteca_variants_150/biblioteca_058.wav,biblioteca,4.647,4.449,3.88,4.579
wet_biblioteca_059.wav,1462-170142-0011.flac,biblioteca_variants_150/biblioteca_059.wav,biblioteca,4.829,3.433,2.635,3.622
wet_biblioteca_061.wav,2035-147961-0028.flac,biblioteca_variants_150/biblioteca_061.wav,biblioteca,1.289,1.284,1.538,0.996
wet_biblioteca_062.wav,5694-64025-0013.flac,biblioteca_variants_150/biblioteca_062.wav,biblioteca,2.535,2.561,2.585,2.617
wet_biblioteca_063.wav,5338-24640-0000.flac,biblioteca_variants_150/biblioteca_063.wav,biblioteca,0.956,0.872,0.958,0.996
wet_biblioteca_064.wav,174-50561-0009.flac,biblioteca_variants_150/biblioteca_064.wav,biblioteca,1.6,1.919,1.63,1.675
wet_biblioteca_067.wav,1988-24833-0010.flac,biblioteca_variants_150/biblioteca_067.wav,biblioteca,0.773,0.594,0.516,0.675
wet_biblioteca_069.wav,174-84280-0000.flac,biblioteca_variants_150/biblioteca_069.wav,biblioteca,4.061,3.312,2.622,1.827
wet_biblioteca_070.wav,1919-142785-0012.flac,biblioteca_variants_150/biblioteca_070.wav,biblioteca,0.775,0.766,0.77,0.773
wet_biblioteca_074.wav,1919-142785-0063.flac,biblioteca_variants_150/biblioteca_074.wav,biblioteca,2.102,2.108,2.105,2.107
wet_biblioteca_077.wav,251-137823-0012.flac,biblioteca_variants_150/biblioteca_077.wav,biblioteca,4.398,2.364,1.394,2.362
wet_biblioteca_078.wav,5694-64038-0007.flac,biblioteca_variants_150/biblioteca_078.wav,biblioteca,0.838,0.836,0.832,1.053
wet_biblioteca_079.wav,1462-170142-0032.flac,biblioteca_variants_150/biblioteca_079.wav,biblioteca,6.959,6.358,2.469,4.353
wet_biblioteca_080.wav,3752-4944-0060.flac,biblioteca_variants_150/biblioteca_080.wav,biblioteca,1.484,1.481,0.937,0.617
wet_biblioteca_081.wav,3752-4944-0025.flac,biblioteca_variants_150/biblioteca_081.wav,biblioteca,2.56,3.834,3.62,2.955
wet_biblioteca_082.wav,3000-15664-0003.flac,biblioteca_variants_150/biblioteca_082.wav,biblioteca,3.06,2.977,2.658,2.672
wet_biblioteca_083.wav,8297-275154-0026.flac,biblioteca_variants_150/biblioteca_083.wav,biblioteca,3.754,3.792,3.175,3.183
wet_biblioteca_084.wav,8297-275155-0028.flac,biblioteca_variants_150/biblioteca_084.wav,biblioteca,2.781,2.84,2.392,2.398
wet_biblioteca_085.wav,2428-83705-0005.flac,biblioteca_variants_150/biblioteca_085.wav,biblioteca,2.858,2.881,2.159,2.174
wet_biblioteca_086.wav,8297-275155-0021.flac,biblioteca_variants_150/biblioteca_086.wav,biblioteca,0.547,0.53,0.436,0.446
wet_biblioteca_087.wav,6319-64726-0020.flac,biblioteca_variants_150/biblioteca_087.wav,biblioteca,2.695,2.673,2.683,2.697
wet_biblioteca_089.wav,2428-83699-0026.flac,biblioteca_variants_150/biblioteca_089.wav,biblioteca,2.078,2.668,2.71,2.263
wet_biblioteca_090.wav,2086-149220-0026.flac,biblioteca_variants_150/biblioteca_090.wav,biblioteca,1.385,1.381,1.379,0.775
wet_biblioteca_091.wav,1988-24833-0011.flac,biblioteca_variants_150/biblioteca_091.wav,biblioteca,3.621,3.649,3.632,3.666
wet_biblioteca_092.wav,1919-142785-0046.flac,biblioteca_variants_150/biblioteca_092.wav,biblioteca,1.377,1.376,1.376,1.378
wet_biblioteca_094.wav,2086-149220-0031.flac,biblioteca_variants_150/biblioteca_094.wav,biblioteca,1.155,0.725,0.661,1.118
wet_biblioteca_095.wav,2428-83705-0009.flac,biblioteca_variants_150/biblioteca_095.wav,biblioteca,5.045,4.368,3.287,4.34
wet_biblioteca_096.wav,1462-170145-0019.flac,biblioteca_variants_150/biblioteca_096.wav,biblioteca,1.951,1.978,0.981,1.571
wet_biblioteca_097.wav,2428-83699-0001.flac,biblioteca_variants_150/biblioteca_097.wav,biblioteca,2.866,2.92,2.395,2.521
wet_biblioteca_100.wav,8297-275154-0012.flac,biblioteca_variants_150/biblioteca_100.wav,biblioteca,3.002,3.018,2.975,1.654
wet_biblioteca_101.wav,6313-66125-0012.flac,biblioteca_variants_150/biblioteca_101.wav,biblioteca,4.171,2.654,0.732,2.66
wet_biblioteca_102.wav,174-84280-0010.flac,biblioteca_variants_150/biblioteca_102.wav,biblioteca,7.013,5.055,3.237,5.382
wet_biblioteca_103.wav,2428-83699-0035.flac,biblioteca_variants_150/biblioteca_103.wav,biblioteca,1.537,1.536,1.534,1.536
wet_biblioteca_106.wav,1988-24833-0026.flac,biblioteca_variants_150/biblioteca_106.wav,biblioteca,2.593,1.87,0.722,1.378
wet_biblioteca_108.wav,5694-64025-0013.flac,biblioteca_variants_150/biblioteca_108.wav,biblioteca,2.177,1.245,0.71,1.236
wet_biblioteca_109.wav,174-50561-0018.flac,biblioteca_variants_150/biblioteca_109.wav,biblioteca,0.796,0.761,0.587,1.121
wet_biblioteca_110.wav,8297-275154-0018.flac,biblioteca_variants_150/biblioteca_110.wav,biblioteca,4.241,4.281,2.376,2.384
wet_biblioteca_112.wav,6295-64301-0014.flac,biblioteca_variants_150/biblioteca_112.wav,biblioteca,0.835,0.814,0.817,1.026
wet_biblioteca_113.wav,3853-163249-0050.flac,biblioteca_variants_150/biblioteca_113.wav,biblioteca,1.035,0.799,0.656,1.468
wet_biblioteca_114.wav,3752-4944-0042.flac,biblioteca_variants_150/biblioteca_114.wav,biblioteca,5.612,4.569,1.792,1.923
wet_biblioteca_115.wav,251-137823-0024.flac,biblioteca_variants_150/biblioteca_115.wav,biblioteca,2.534,2.514,0.987,2.533
wet_biblioteca_117.wav,3752-4944-0033.flac,biblioteca_variants_150/biblioteca_117.wav,biblioteca,3.514,3.659,3.173,3.451
wet_biblioteca_118.wav,2086-149220-0043.flac,biblioteca_variants_150/biblioteca_118.wav,biblioteca,1.991,2.739,2.228,2.188
wet_biblioteca_119.wav,2428-83705-0009.flac,biblioteca_variants_150/biblioteca_119.wav,biblioteca,0.906,0.764,0.717,0.654
wet_biblioteca_120.wav,5694-64038-0008.flac,biblioteca_variants_150/biblioteca_120.wav,biblioteca,1.305,0.9,0.806,0.898
wet_biblioteca_121.wav,8297-275154-0022.flac,biblioteca_variants_150/biblioteca_121.wav,biblioteca,5.472,4.276,2.997,4.509
wet_biblioteca_122.wav,6313-76958-0030.flac,biblioteca_variants_150/biblioteca_122.wav,biblioteca,0.8,0.793,0.779,0.779
wet_biblioteca_123.wav,84-121123-0014.flac,biblioteca_variants_150/biblioteca_123.wav,biblioteca,6.205,2.928,3.584,3.656
wet_biblioteca_124.wav,3752-4944-0042.flac,biblioteca_variants_150/biblioteca_124.wav,biblioteca,1.976,1.545,1.543,1.988
wet_biblioteca_125.wav,8297-275154-0026.flac,biblioteca_variants_150/biblioteca_125.wav,biblioteca,5.076,4.939,2.384,5.122
wet_biblioteca_126.wav,8297-275154-0012.flac,biblioteca_variants_150/biblioteca_126.wav,biblioteca,5.549,1.632,1.622,1.626
wet_biblioteca_128.wav,3853-163249-0050.flac,biblioteca_variants_150/biblioteca_128.wav,biblioteca,1.913,2.017,1.313,1.974
wet_biblioteca_129.wav,2035-147961-0027.flac,biblioteca_variants_150/biblioteca_129.wav,biblioteca,3.367,3.437,2.445,2.47
wet_biblioteca_132.wav,5694-64038-0001.flac,biblioteca_variants_150/biblioteca_132.wav,biblioteca,2.928,4.067,2.96,2.97
wet_biblioteca_134.wav,8842-304647-0005.flac,biblioteca_variants_150/biblioteca_134.wav,biblioteca,5.811,1.904,1.367,4.493
wet_biblioteca_135.wav,2035-147961-0003.flac,biblioteca_variants_150/biblioteca_135.wav,biblioteca,6.916,5.123,3.994,7.279
wet_biblioteca_136.wav,3752-4944-0005.flac,biblioteca_variants_150/biblioteca_136.wav,biblioteca,1.105,3.096,3.079,1.472
wet_biblioteca_138.wav,1462-170142-0003.flac,biblioteca_variants_150/biblioteca_138.wav,biblioteca,1.937,0.776,0.789,0.948
wet_biblioteca_139.wav,174-50561-0012.flac,biblioteca_variants_150/biblioteca_139.wav,biblioteca,5.379,1.129,1.057,1.776
wet_biblioteca_140.wav,2277-149897-0035.flac,biblioteca_variants_150/biblioteca_140.wav,biblioteca,4.797,3.153,2.558,4.54
wet_biblioteca_141.wav,2428-83699-0001.flac,biblioteca_variants_150/biblioteca_141.wav,biblioteca,1.378,0.682,0.679,0.969
wet_biblioteca_142.wav,8297-275154-0018.flac,biblioteca_variants_150/biblioteca_142.wav,biblioteca,2.448,0.772,0.77,0.962
wet_biblioteca_143.wav,5895-34615-0005.flac,biblioteca_variants_150/biblioteca_143.wav,biblioteca,2.185,1.378,1.376,1.705
wet_biblioteca_144.wav,5694-64038-0001.flac,biblioteca_variants_150/biblioteca_144.wav,biblioteca,0.736,0.685,0.617,0.964
wet_biblioteca_146.wav,8297-275154-0022.flac,biblioteca_variants_150/biblioteca_146.wav,biblioteca,3.88,3.455,2.43,2.525
wet_biblioteca_147.wav,251-118436-0010.flac,biblioteca_variants_150/biblioteca_147.wav,biblioteca,6.846,4.297,2.958,6.256
wet_biblioteca_149.wav,2428-83699-0024.flac,biblioteca_variants_150/biblioteca_149.wav,biblioteca,4.84,3.221,2.95,3.079
wet_biblioteca_150.wav,1462-170142-0032.flac,biblioteca_variants_150/biblioteca_150.wav,biblioteca,1.994,1.989,0.779,1.989
wet_camera_001.wav,2035-147961-0003.flac,camera_variants_150/camera_001.wav,camera,1.183,1.213,1.048,1.043
wet_camera_002.wav,2428-83699-0026.flac,camera_variants_150/camera_002.wav,camera,1.745,1.251,0.975,1.757
wet_camera_003.wav,1919-142785-0063.flac,camera_variants_150/camera_003.wav,camera,1.432,1.006,0.702,1.285
wet_camera_005.wav,2412-153954-0023.flac,camera_variants_150/camera_005.wav,camera,1.087,0.875,0.63,1.599
wet_camera_008.wav,2428-83705-0009.flac,camera_variants_150/camera_008.wav,camera,3.223,2.656,1.669,3.346
wet_camera_009.wav,174-50561-0018.flac,camera_variants_150/camera_009.wav,camera,1.613,1.03,0.569,2.298
wet_camera_010.wav,3853-163249-0050.flac,camera_variants_150/camera_010.wav,camera,1.63,1.47,0.74,1.731
wet_camera_012.wav,6295-64301-0019.flac,camera_variants_150/camera_012.wav,camera,1.928,1.009,0.825,1.616
wet_camera_014.wav,2428-83699-0001.flac,camera_variants_150/camera_014.wav,camera,2.892,2.746,1.788,2.375
wet_camera_015.wav,8297-275155-0019.flac,camera_variants_150/camera_015.wav,camera,2.306,2.406,1.764,1.834
wet_camera_016.wav,3752-4943-0030.flac,camera_variants_150/camera_016.wav,camera,2.38,1.855,1.405,2.188
wet_camera_018.wav,1462-170145-0020.flac,camera_variants_150/camera_018.wav,camera,0.685,0.61,0.592,0.776
wet_camera_020.wav,3752-4944-0060.flac,camera_variants_150/camera_020.wav,camera,1.628,0.729,0.672,1.733
wet_camera_021.wav,174-168635-0009.flac,camera_variants_150/camera_021.wav,camera,1.065,0.499,0.256,1.554
wet_camera_022.wav,5694-64029-0014.flac,camera_variants_150/camera_022.wav,camera,1.573,0.772,0.427,2.177
wet_camera_023.wav,2902-9008-0016.flac,camera_variants_150/camera_023.wav,camera,3.11,2.284,1.662,2.85
wet_camera_025.wav,8297-275154-0023.flac,camera_variants_150/camera_025.wav,camera,2.487,1.982,1.409,2.255
wet_camera_026.wav,3752-4944-0005.flac,camera_variants_150/camera_026.wav,camera,3.008,2.132,1.636,2.324
wet_camera_027.wav,6295-244435-0000.flac,camera_variants_150/camera_027.wav,camera,3.535,1.58,0.998,1.818
wet_camera_028.wav,2035-147961-0028.flac,camera_variants_150/camera_028.wav,camera,2.359,1.898,1.252,2.933
wet_camera_029.wav,8297-275155-0019.flac,camera_variants_150/camera_029.wav,camera,1.912,1.869,1.318,1.688
wet_camera_030.wav,1272-141231-0013.flac,camera_variants_150/camera_030.wav,camera,3.693,2.574,1.842,3.453
wet_camera_031.wav,3752-4944-0006.flac,camera_variants_150/camera_031.wav,camera,0.464,0.273,0.228,0.877
wet_camera_032.wav,2277-149897-0035.flac,camera_variants_150/camera_032.wav,camera,2.867,2.297,1.456,2.697
wet_camera_035.wav,2086-149220-0038.flac,camera_variants_150/camera_035.wav,camera,3.129,2.935,2.0,3.878
wet_camera_036.wav,6319-57405-0002.flac,camera_variants_150/camera_036.wav,camera,1.707,1.607,1.395,1.433
wet_camera_038.wav,6313-76958-0020.flac,camera_variants_150/camera_038.wav,camera,1.173,0.9,0.581,0.913
wet_camera_039.wav,174-168635-0014.flac,camera_variants_150/camera_039.wav,camera,2.772,2.534,1.962,2.38
wet_camera_043.wav,6313-66125-0012.flac,camera_variants_150/camera_043.wav,camera,1.375,1.21,1.098,1.301
wet_camera_045.wav,251-136532-0014.flac,camera_variants_150/camera_045.wav,camera,1.218,1.231,1.554,1.207
wet_camera_047.wav,7850-281318-0020.flac,camera_variants_150/camera_047.wav,camera,2.111,1.696,1.422,1.669
wet_camera_048.wav,7850-286674-0001.flac,camera_variants_150/camera_048.wav,camera,0.63,0.39,0.38,0.976
wet_camera_049.wav,8297-275155-0021.flac,camera_variants_150/camera_049.wav,camera,1.525,1.015,1.01,1.055
wet_camera_051.wav,5694-64038-0000.flac,camera_variants_150/camera_051.wav,camera,1.538,1.097,1.027,1.959
wet_camera_052.wav,5694-64029-0027.flac,camera_variants_150/camera_052.wav,camera,2.936,2.399,1.756,2.321
wet_camera_054.wav,174-50561-0012.flac,camera_variants_150/camera_054.wav,camera,2.68,2.22,1.707,2.403
wet_camera_055.wav,1272-135031-0009.flac,camera_variants_150/camera_055.wav,camera,0.395,0.267,0.242,0.75
wet_camera_056.wav,5694-64029-0018.flac,camera_variants_150/camera_056.wav,camera,0.441,0.405,0.403,0.402
wet_camera_057.wav,3000-15664-0030.flac,camera_variants_150/camera_057.wav,camera,2.261,1.697,1.207,2.136
wet_camera_059.wav,7850-281318-0020.flac,camera_variants_150/camera_059.wav,camera,0.904,0.931,0.936,0.932
wet_camera_062.wav,174-50561-0012.flac,camera_variants_150/camera_062.wav,camera,1.758,1.545,1.347,1.929
wet_camera_063.wav,1919-142785-0000.flac,camera_variants_150/camera_063.wav,camera,0.512,0.422,0.375,0.917
wet_camera_064.wav,3752-4944-0005.flac,camera_variants_150/camera_064.wav,camera,0.581,0.364,0.342,1.006
wet_camera_065.wav,5338-284437-0002.flac,camera_variants_150/camera_065.wav,camera,1.558,1.357,1.455,1.389
wet_camera_066.wav,2428-83705-0008.flac,camera_variants_150/camera_066.wav,camera,1.786,1.968,1.645,1.733
wet_camera_067.wav,1919-142785-0000.flac,camera_variants_150/camera_067.wav,camera,1.127,1.083,0.99,1.021
wet_camera_068.wav,1462-170145-0009.flac,camera_variants_150/camera_068.wav,camera,1.162,1.187,1.163,1.148
wet_camera_069.wav,2428-83699-0022.flac,camera_variants_150/camera_069.wav,camera,1.222,1.173,0.804,1.656
wet_camera_071.wav,5895-34615-0005.flac,camera_variants_150/camera_071.wav,camera,1.913,1.123,0.668,1.677
wet_camera_072.wav,6319-57405-0007.flac,camera_variants_150/camera_072.wav,camera,2.943,2.069,1.845,2.225
wet_camera_073.wav,5694-64038-0001.flac,camera_variants_150/camera_073.wav,camera,0.592,0.386,0.3,1.201
wet_camera_074.wav,8297-275156-0000.flac,camera_variants_150/camera_074.wav,camera,1.336,0.89,0.276,1.824
wet_camera_075.wav,174-50561-0012.flac,camera_variants_150/camera_075.wav,camera,1.449,1.053,0.896,1.056
wet_camera_076.wav,6295-244435-0000.flac,camera_variants_150/camera_076.wav,camera,3.237,2.546,1.829,4.066
wet_camera_079.wav,6295-64301-0019.flac,camera_variants_150/camera_079.wav,camera,0.557,0.529,0.47,0.683
wet_camera_080.wav,5694-64038-0007.flac,camera_variants_150/camera_080.wav,camera,2.459,1.784,1.124,1.881
wet_camera_082.wav,174-84280-0014.flac,camera_variants_150/camera_082.wav,camera,3.63,2.776,1.962,3.546
wet_camera_083.wav,1462-170142-0013.flac,camera_variants_150/camera_083.wav,camera,2.544,1.67,0.854,3.258
wet_camera_085.wav,7850-281318-0020.flac,camera_variants_150/camera_085.wav,camera,0.732,0.709,0.84,0.785
wet_camera_086.wav,5895-34615-0005.flac,camera_variants_150/camera_086.wav,camera,1.83,1.589,1.462,1.807
wet_camera_087.wav,6319-57405-0007.flac,camera_variants_150/camera_087.wav,camera,0.955,0.943,0.879,1.456
wet_camera_088.wav,5338-284437-0011.flac,camera_variants_150/camera_088.wav,camera,1.778,1.3,0.952,1.599
wet_camera_089.wav,3752-4944-0033.flac,camera_variants_150/camera_089.wav,camera,1.643,1.213,0.62,1.653
wet_camera_090.wav,1919-142785-0063.flac,camera_variants_150/camera_090.wav,camera,0.911,0.751,0.603,1.716
wet_camera_091.wav,8297-275156-0000.flac,camera_variants_150/camera_091.wav,camera,1.597,1.496,0.607,0.772
wet_camera_092.wav,8842-304647-0005.flac,camera_variants_150/camera_092.wav,camera,1.477,1.192,0.95,1.768
wet_camera_093.wav,1462-170142-0024.flac,camera_variants_150/camera_093.wav,camera,0.497,0.391,0.323,0.903
wet_camera_097.wav,6295-64301-0004.flac,camera_variants_150/camera_097.wav,camera,2.641,2.087,1.535,2.018
wet_camera_099.wav,1919-142785-0024.flac,camera_variants_150/camera_099.wav,camera,3.012,1.678,1.489,3.16
wet_camera_100.wav,174-168635-0009.flac,camera_variants_150/camera_100.wav,camera,1.693,1.318,1.025,1.428
wet_camera_101.wav,251-137823-0012.flac,camera_variants_150/camera_101.wav,camera,1.831,1.113,0.989,1.669
wet_camera_105.wav,2428-83699-0024.flac,camera_variants_150/camera_105.wav,camera,1.872,1.152,0.828,3.294
wet_camera_106.wav,3170-137482-0013.flac,camera_variants_150/camera_106.wav,camera,2.999,2.312,1.656,2.595
wet_camera_108.wav,1462-170142-0014.flac,camera_variants_150/camera_108.wav,camera,3.151,2.393,1.69,2.891
wet_camera_109.wav,6295-244435-0000.flac,camera_variants_150/camera_109.wav,camera,1.806,1.373,1.113,1.996
wet_camera_113.wav,1919-142785-0046.flac,camera_variants_150/camera_113.wav,camera,1.35,1.021,0.832,1.208
wet_camera_114.wav,2428-83705-0008.flac,camera_variants_150/camera_114.wav,camera,1.247,1.257,0.815,0.914
wet_camera_115.wav,8842-304647-0005.flac,camera_variants_150/camera_115.wav,camera,0.641,0.659,0.657,0.935
wet_camera_116.wav,6313-76958-0020.flac,camera_variants_150/camera_116.wav,camera,1.926,1.492,0.916,1.978
wet_camera_117.wav,2035-147961-0028.flac,camera_variants_150/camera_117.wav,camera,2.523,1.431,1.06,1.578
wet_camera_118.wav,174-84280-0000.flac,camera_variants_150/camera_118.wav,camera,2.639,2.41,1.92,2.211
wet_camera_119.wav,84-121123-0000.flac,camera_variants_150/camera_119.wav,camera,1.703,1.34,1.088,2.045
wet_camera_120.wav,2277-149897-0019.flac,camera_variants_150/camera_120.wav,camera,3.242,3.056,2.267,2.791
wet_camera_121.wav,1919-142785-0039.flac,camera_variants_150/camera_121.wav,camera,0.859,0.859,0.779,0.786
wet_camera_122.wav,2035-147961-0027.flac,camera_variants_150/camera_122.wav,camera,2.001,1.983,1.59,2.006
wet_camera_123.wav,251-137823-0024.flac,camera_variants_150/camera_123.wav,camera,1.323,0.951,0.544,1.833
wet_camera_126.wav,2428-83705-0027.flac,camera_variants_150/camera_126.wav,camera,1.129,1.119,0.904,1.114
wet_camera_127.wav,5694-64025-0018.flac,camera_variants_150/camera_127.wav,camera,0.954,0.462,0.365,1.52
wet_camera_129.wav,3752-4944-0025.flac,camera_variants_150/camera_129.wav,camera,2.688,1.567,0.95,3.515
wet_camera_131.wav,7976-105575-0026.flac,camera_variants_150/camera_131.wav,camera,2.91,2.05,1.549,2.106
wet_camera_133.wav,2428-83705-0027.flac,camera_variants_150/camera_133.wav,camera,1.509,0.916,0.66,0.955
wet_camera_134.wav,174-50561-0014.flac,camera_variants_150/camera_134.wav,camera,1.713,1.261,0.952,1.652
wet_camera_135.wav,2035-147961-0028.flac,camera_variants_150/camera_135.wav,camera,1.97,1.752,1.102,2.379
wet_camera_139.wav,5694-64038-0021.flac,camera_variants_150/camera_139.wav,camera,2.88,2.891,1.551,1.512
wet_camera_140.wav,1272-141231-0016.flac,camera_variants_150/camera_140.wav,camera,0.618,0.483,0.411,0.543
wet_camera_141.wav,8297-275154-0024.flac,camera_variants_150/camera_141.wav,camera,1.525,1.309,1.128,1.157
wet_camera_142.wav,1919-142785-0006.flac,camera_variants_150/camera_142.wav,camera,3.102,2.717,1.845,2.822
wet_camera_143.wav,174-168635-0009.flac,camera_variants_150/camera_143.wav,camera,2.501,2.271,1.746,2.016
wet_camera_145.wav,1272-141231-0020.flac,camera_variants_150/camera_145.wav,camera,1.993,1.256,0.943,1.271
wet_camera_146.wav,2277-149897-0008.flac,camera_variants_150/camera_146.wav,camera,2.661,2.2,1.665,2.156
wet_camera_147.wav,5895-34615-0005.flac,camera_variants_150/camera_147.wav,camera,2.086,1.115,0.943,2.906
wet_camera_148.wav,1462-170142-0024.flac,camera_variants_150/camera_148.wav,camera,2.625,1.323,0.917,1.607
wet_camera_149.wav,8842-304647-0007.flac,camera_variants_150/camera_149.wav,camera,3.314,2.786,2.097,2.786
wet_camera_150.wav,2277-149896-0033.flac,camera_variants_150/camera_150.wav,camera,2.617,2.282,1.695,2.421
wet_chiesa_001.wav,2086-149220-0031.flac,chiesa_variants_150/chiesa_001.wav,chiesa,15.011,12.712,8.331,15.673
wet_chiesa_002.wav,2428-83699-0014.flac,chiesa_variants_150/chiesa_002.wav,chiesa,17.08,12.692,8.09,17.683
wet_chiesa_003.wav,2428-83699-0023.flac,chiesa_variants_150/chiesa_003.wav,chiesa,12.604,9.817,7.605,13.35
wet_chiesa_004.wav,1462-170145-0012.flac,chiesa_variants_150/chiesa_004.wav,chiesa,14.589,9.796,7.016,16.381
wet_chiesa_005.wav,8842-304647-0005.flac,chiesa_variants_150/chiesa_005.wav,chiesa,15.249,8.506,6.277,16.583
wet_chiesa_006.wav,84-121123-0000.flac,chiesa_variants_150/chiesa_006.wav,chiesa,14.142,10.524,7.539,15.42
wet_chiesa_007.wav,2428-83705-0039.flac,chiesa_variants_150/chiesa_007.wav,chiesa,14.698,11.065,7.023,15.759
wet_chiesa_008.wav,251-136532-0022.flac,chiesa_variants_150/chiesa_008.wav,chiesa,13.459,11.119,8.125,15.638
wet_chiesa_011.wav,8297-275154-0012.flac,chiesa_variants_150/chiesa_011.wav,chiesa,14.362,10.707,7.672,15.398
wet_chiesa_012.wav,251-137823-0012.flac,chiesa_variants_150/chiesa_012.wav,chiesa,12.279,12.204,8.076,13.659
